original_sponsor,clustered_sponsor
"AMERICAN ASSOCIATION OF FREIGHT TAFFIC OFFICERS","AMERICAN ASSOCIATION OF FREIGHT TAFFIC OFFICERS"
"NATIONAL GUARD OF THE UNITED STATES","NATIONAL GUARD OF THE UNITED STATES"
"COLLEGE OF THE CITY OF NEW YORK ALUMNI","COLLEGE OF THE CITY OF NEW YORK ALUMNI"
"SHAKESPEARE SOCIETY OF PHILADELPHIA","SHAKESPEARE SOCIETY OF PHILADELPHIA"
"DOWN TOWN ASSOCIATION","DOWN TOWN ASSOCIATION"
"MISSOURI BOTANICAL GARDEN TRUSTEES","MISSOURI BOTANICAL GARDEN TRUSTEES"
"SOUTH FERRY HOTEL","SOUTH FERRY HOTEL"
"BLUBERRY WAR ALUMNI","BLUBERRY WAR ALUMNI"
"CAFE SAVARIN","CAFE SAVARIN"
"(UNION CLUB)","(UNION CLUB)"
"THE GRIDIRON CLUB","THE GRIDIRON CLUB"
"HIS FRIENDS","HIS FRIENDS"
"SOUTHERN PACIFIC RAILOAD OFFICIALS","SOUTHERN PACIFIC RAILOAD OFFICIALS"
"CLUB NATIONAL MONTREAL","CLUB NATIONAL MONTREAL"
"M. J.B. ROTH","M. J.B. ROTH"
"ALBERMARLE HOTEL","ALBERMARLE HOTEL"
"PULLMAN COMPANY","PULLMAN COMPANY"
"THE MERCHANT'S CLUB OF CHICAGO","THE MERCHANT'S CLUB OF CHICAGO"
"SECOND PANEL SHERIFF'S JURY","SECOND PANEL SHERIFF'S JURY"
"The Grange","The Grange"
"Buca di Bacco Albergo Ristorante","Buca di Bacco Albergo Ristorante"
"Restaurant Lamazere","Restaurant Lamazere"
"Menage a Trois","Menage a Trois"
"Hotel Nassaur Hof","Hotel Nassaur Hof"
"Restaurant Zum Hanseaten","Restaurant Zum Hanseaten"
"Wilder Mann Ruckersdorf","Wilder Mann Ruckersdorf"
"Three Thirty Three","Three Thirty Three"
"Rotisserie Perigourdine","Rotisserie Perigourdine"
"Richmond Fredericksburg and Potomac Railroad","Richmond Fredericksburg and Potomac Railroad"
"The San Francisco Stock Exchange","The San Francisco Stock Exchange"
"Tao Tao Restaurant","Tao Tao Restaurant"
"Consulate Of The Polish Peoples Republic","Consulate Of The Polish Peoples Republic"
"Pittsburgh Hilton Hotel","Pittsburgh Hilton Hotel"
"The River House Inn","The River House Inn"
"Topside","Topside"
"Boardwalk Restaurant","Boardwalk Restaurant"
"Börsen Gaststätten","Börsen Gaststätten"
"Vanessa","Vanessa"
"Helsinki Restaurant","Helsinki Restaurant"
"'\Chez Hansi\'''''","'\Chez Hansi\'''''"
"Top Of The Six's","Top Of The Six's"
"Rheinterrasse Düsseldorf","Rheinterrasse Düsseldorf"
"Hotel Commodore   Bar Café","Hotel Commodore   Bar Café"
"Schroon Crest In The Adirondacks","Schroon Crest In The Adirondacks"
"Redeye Grill","Redeye Grill"
"Restaurant Haussner","Restaurant Haussner"
"Daniels And Fisher's Tearoom","Daniels And Fisher's Tearoom"
"Al Levy's Grill","Al Levy's Grill"
"The Oglethorpe","The Oglethorpe"
"Tam O'shanter's","Tam O'shanter's"
"The Restaurant","The Restaurant"
"Duval Tea House","Duval Tea House"
"Bellevue Stratford Hotel","Bellevue Stratford Hotel"
"'P.D. ''Watussi'''''''","'P.D. ''Watussi'''''''"
"Hotel Fast","Hotel Fast"
"Löwenbräukeller München","Löwenbräukeller München"
"Uhlenhorster Fährhaus","Uhlenhorster Fährhaus"
"Hotel Dennis","Hotel Dennis"
"The New Willard Hotel.","The New Willard Hotel."
" City Park Barracks'"," City Park Barracks'"
"Wiehl & Widman","Wiehl & Widman"
"Lord & Taylor Restaurant and Tea Rooms","Lord & Taylor Restaurant and Tea Rooms"
"Brooklyn Masonic Temple","Brooklyn Masonic Temple"
"Healy's Restaurant","Healy's Restaurant"
"OCCIDENTAL & ORIENTAL","OCCIDENTAL & ORIENTAL"
"SHERIDAN SQUARE HOTEL","SHERIDAN SQUARE HOTEL"
"GRAN HOTEL EUROPA","GRAN HOTEL EUROPA"
"'RUSSELL HOUSE","'RUSSELL HOUSE"
"BROWN PALACE","BROWN PALACE"
"NORDDEUTSCHER LLOYD BREMEN - S.S.BARBAROSSA","NORDDEUTSCHER LLOYD BREMEN - S.S.BARBAROSSA"
"SANTA FE ROUTE","SANTA FE ROUTE"
"CIGAR LEAF TOBACCO BOARD OF TRADE OF THE UNITED STATES","CIGAR LEAF TOBACCO BOARD OF TRADE OF THE UNITED STATES"
"MICHIGAN SOCIETY SONS OF THE AMERICAN REVOLUTION","MICHIGAN SOCIETY SONS OF THE AMERICAN REVOLUTION"
"DUTCHER HOUSE","DUTCHER HOUSE"
"LINCOLN CLUB","LINCOLN CLUB"
"OCCIDENTAL AND ORIENTAL STEAMSHIP CO.","OCCIDENTAL AND ORIENTAL STEAMSHIP CO."
"DeWITT CLINTON COUNCIL NO.22 R&S M","DeWITT CLINTON COUNCIL NO.22 R&S M"
"MANHATTAN COMPANY","MANHATTAN COMPANY"
"OFFICERS & MEMBERS OF THE BUSINESS MEN'S LEAGUE OF ST.LOUIS","OFFICERS & MEMBERS OF THE BUSINESS MEN'S LEAGUE OF ST.LOUIS"
"CONCORDIA (CLUB)","CONCORDIA (CLUB)"
"LUMBERMEN'S EXCHANGE","LUMBERMEN'S EXCHANGE"
"NATIONAL LIBERAL CLUB","NATIONAL LIBERAL CLUB"
"MART ACKERMAN'S SALOON","MART ACKERMAN'S SALOON"
"DIRECTORS OF THE NATIONAL HORSE SHOW ASSOCIATION","DIRECTORS OF THE NATIONAL HORSE SHOW ASSOCIATION"
"AMERICAN SOCIETY IN LONDON","AMERICAN SOCIETY IN LONDON"
"CALMAN VARNISH CO.","CALMAN VARNISH CO."
"AMERICAN INSTITUTE OF MINING ENGINEERS","AMERICAN INSTITUTE OF MINING ENGINEERS"
"QUISISANA HOTEL","QUISISANA HOTEL"
"COMPANY C","COMPANY C"
"MRS. JOSEPH ASCHEIM","MRS. JOSEPH ASCHEIM"
"BRITISH BENEVOLENT SOCIETY","BRITISH BENEVOLENT SOCIETY"
"MILLBROOK?","MILLBROOK?"
"B.P.O.ELKS NO. 187","B.P.O.ELKS NO. 187"
"COURT GEN'L PHILIP H. SHERIDAN NO. 36 F. OF A.","COURT GEN'L PHILIP H. SHERIDAN NO. 36 F. OF A."
"SOUTH JERSEY BAR","SOUTH JERSEY BAR"
"ARION","ARION"
"FOREFATHERS' DINNER","FOREFATHERS' DINNER"
"SPOKANE HOTEL","SPOKANE HOTEL"
"FRIENDS OF HON. JOHN C. SPOONER","FRIENDS OF HON. JOHN C. SPOONER"
"PLAN AND SCOPE COMMITTEE OF THE DEWEY CELEBRATION","PLAN AND SCOPE COMMITTEE OF THE DEWEY CELEBRATION"
"METROPOLITAN MEMBERS OF THE PHI DELTA THETA FRATERNITY","METROPOLITAN MEMBERS OF THE PHI DELTA THETA FRATERNITY"
"MAYER","MAYER"
"THE BARBERS' SUPPLY DEALERS ASS'N OF AMERICA","THE BARBERS' SUPPLY DEALERS ASS'N OF AMERICA"
"The Stafford Hotel","The Stafford Hotel"
"Stone's Chop House","Stone's Chop House"
"Mikasakaikan","Mikasakaikan"
"Kasteel","Kasteel"
"'San Diegan","'San Diegan"
"Mike Rosenberg","Mike Rosenberg"
"'Personal Friends","'Personal Friends"
"Gramercy Park Hotel Room Service","Gramercy Park Hotel Room Service"
"Wheeler And Co.","Wheeler And Co."
"Paddy's Clam House","Paddy's Clam House"
"Samantha's Café","Samantha's Café"
"Hotel Pontchartrain","Hotel Pontchartrain"
"Arizona Biltmore","Arizona Biltmore"
"Mamma Leone's","Mamma Leone's"
"Hotel San Jerónimo Hilton","Hotel San Jerónimo Hilton"
"Promenade Cafés","Promenade Cafés"
"Williamsburg Inn","Williamsburg Inn"
"Encore","Encore"
"Gianni's","Gianni's"
"Don The Beachcomber","Don The Beachcomber"
"State Historical Society Of Iowa","State Historical Society Of Iowa"
"Charcoal Hearth","Charcoal Hearth"
"Fellinis","Fellinis"
"Sagebrush Inn","Sagebrush Inn"
"Franklin Arms","Franklin Arms"
"Restaurant Fürstenborn","Restaurant Fürstenborn"
"The White Turkeys","The White Turkeys"
"The Oasis","The Oasis"
"Orange Blossom Special","Orange Blossom Special"
"Grand Hotel Haglund","Grand Hotel Haglund"
"Hotel Pennsylvania","Hotel Pennsylvania"
"Hotel Majestic","Hotel Majestic"
"Heliopolis Palace Hotel","Heliopolis Palace Hotel"
"Bankers Club","Bankers Club"
"Minnesota Union","Minnesota Union"
"University Of Michigan","University Of Michigan"
"The New Willard Hotel","The New Willard Hotel"
"The Brooklyn Club","The Brooklyn Club"
"Mohican Hotel","Mohican Hotel"
"Deagons' Den","Deagons' Den"
"Ebling's Casino","Ebling's Casino"
"The Guaranty Club","The Guaranty Club"
"Crescent Athletic Club","Crescent Athletic Club"
"Pschorrbr?u-Bierhallen","Pschorrbr?u-Bierhallen"
"Washington","Washington"
"S. S. Zacapa","S. S. Zacapa"
"SAVOY HOTEL","SAVOY HOTEL"
"ROANOKE HOTEL","ROANOKE HOTEL"
"B&O BLUE LINE","B&O BLUE LINE"
"NIPPON YUSEN KAISHA - S.S. NASUGA","NIPPON YUSEN KAISHA - S.S. NASUGA"
"MASONIC SOCIETY","MASONIC SOCIETY"
"ORIENTAL HOTEL","ORIENTAL HOTEL"
"EDWARD F. LANG'S LADIES' AND GENT'S LUNCH ROOM AND RESTAURANT;","EDWARD F. LANG'S LADIES' AND GENT'S LUNCH ROOM AND RESTAURANT;"
"QUELLENHOF","QUELLENHOF"
"FIFTH AVENUE HOTEL","FIFTH AVENUE HOTEL"
"TOYO KISEN KAISHA - HING KONG MARU","TOYO KISEN KAISHA - HING KONG MARU"
"UNION SQUARE HOTEL","UNION SQUARE HOTEL"
"A.U.S.V.","A.U.S.V."
"HOTEL METROPOLE","HOTEL METROPOLE"
"RED STAR LINE -ANTWERPEN -NY","RED STAR LINE -ANTWERPEN -NY"
"STONINGTON LINE","STONINGTON LINE"
"H.A.H.","H.A.H."
"STEWARDS' ASSOCIATION OF N.Y.","STEWARDS' ASSOCIATION OF N.Y."
"EQUITABLE LIFE ASSURANCE SOCIETY","EQUITABLE LIFE ASSURANCE SOCIETY"
"EDWARD VII","EDWARD VII"
"O. L. CUSHMAN & CO.","O. L. CUSHMAN & CO."
"MEMBERS OF THE INTERNATIONAL UNION OF TRAMWAYS","MEMBERS OF THE INTERNATIONAL UNION OF TRAMWAYS"
"CORNELL UNIVERSITY ALUMNI","CORNELL UNIVERSITY ALUMNI"
"FELLOW MEMBERS OF THE GEOGRAPHICAL SOCIETY OF THE HAMILTON CLUB","FELLOW MEMBERS OF THE GEOGRAPHICAL SOCIETY OF THE HAMILTON CLUB"
"PROVINZIAL-QUARTETTS","PROVINZIAL-QUARTETTS"
"U.S.FLAGSHIP NEW YORK","U.S.FLAGSHIP NEW YORK"
"THE CONTINENTAL","THE CONTINENTAL"
"RIDGEFIELD HOSE CO. - NO.1","RIDGEFIELD HOSE CO. - NO.1"
"HORACE G. POLHEMUS (TREAS)","HORACE G. POLHEMUS (TREAS)"
"AMERICAN RAILWAY GUILD","AMERICAN RAILWAY GUILD"
"THE PROFILE HOUSE","THE PROFILE HOUSE"
"WINDSOR","WINDSOR"
"AMERICAN MEDICAL EDITORS ASSOCIATION","AMERICAN MEDICAL EDITORS ASSOCIATION"
"UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO"
"WINE & SPIRIT TRADES' BENEVOLENT SOCIETY","WINE & SPIRIT TRADES' BENEVOLENT SOCIETY"
"SIN LAZARE CLUB","SIN LAZARE CLUB"
"(ROBERTS AND HOBSON OF THE AMERICAN EXCHANGE)","(ROBERTS AND HOBSON OF THE AMERICAN EXCHANGE)"
"DOWNTOWN CLUB","DOWNTOWN CLUB"
"AMERICAN EMBASSY - US MINISTER LLOYD C.GRISCOM","AMERICAN EMBASSY - US MINISTER LLOYD C.GRISCOM"
"PILGRIM HOTEL","PILGRIM HOTEL"
"CHAMBER OF COMMERCE OF THE STATE OF NY","CHAMBER OF COMMERCE OF THE STATE OF NY"
"HIGH COMMISSIONERS OF HER BRITANNIC MAJESTY","HIGH COMMISSIONERS OF HER BRITANNIC MAJESTY"
"ISMALIA TEMPLE","ISMALIA TEMPLE"
"ALBANY SOCIETY OF NYC","ALBANY SOCIETY OF NYC"
"PROVINCIAL ASSEMBLY OF HAVANA","PROVINCIAL ASSEMBLY OF HAVANA"
"CEDAR PARK DRIVING CLUB","CEDAR PARK DRIVING CLUB"
"RICHMOND BOROUGH FRIENDS OF NICHOLAS MULLER","RICHMOND BOROUGH FRIENDS OF NICHOLAS MULLER"
"VETERABOS DE LA INDEPENDENCIA","VETERABOS DE LA INDEPENDENCIA"
"PENNSYLVANIA-GERMAN SOCIETY","PENNSYLVANIA-GERMAN SOCIETY"
"La Maison du Cygne","La Maison du Cygne"
"Pronto Ristorante","Pronto Ristorante"
"La Terrazza","La Terrazza"
"The Plaza Hotel","The Plaza Hotel"
"Aureole","Aureole"
"Gasthaus Bogenhauser Hof","Gasthaus Bogenhauser Hof"
"Eden Roc","Eden Roc"
"Taverne Provence","Taverne Provence"
"Zum Dortmunder","Zum Dortmunder"
"Hotel del Coronado","Hotel del Coronado"
"Restaurant des Artistes","Restaurant des Artistes"
"B. F. Keith's Palace Theatre","B. F. Keith's Palace Theatre"
"Thomas Cook & Son Special","Thomas Cook & Son Special"
"Restaurant Ewige Lampe","Restaurant Ewige Lampe"
"Bruno Pen & Pencil","Bruno Pen & Pencil"
"Hotel Ludwid Der Bayer Ettal","Hotel Ludwid Der Bayer Ettal"
"The Black Angus","The Black Angus"
"Virginia House Restaurant","Virginia House Restaurant"
"Perkeo Heidelberg","Perkeo Heidelberg"
"China Regency","China Regency"
"Ratner's","Ratner's"
"Schwarzwälder's","Schwarzwälder's"
"The Hansen House","The Hansen House"
"Longley's Restaurant And Coffee House","Longley's Restaurant And Coffee House"
"The Drake Oak Brook Hotel   Columian Room","The Drake Oak Brook Hotel   Columian Room"
"The Cornell Club","The Cornell Club"
"Outpost","Outpost"
"Watney House","Watney House"
"Grand Hotel Miramare","Grand Hotel Miramare"
"The Blue Spruce Inn","The Blue Spruce Inn"
"Hall Jardin","Hall Jardin"
"Olde Cheshire Cheese Chop House","Olde Cheshire Cheese Chop House"
"New Weston Hotel","New Weston Hotel"
"The Coffee Shop   La Guardia Field","The Coffee Shop   La Guardia Field"
"Jackson Heights Club House","Jackson Heights Club House"
"Oddenino's","Oddenino's"
"Grand Hôtel Continental Milano","Grand Hôtel Continental Milano"
"S.S. Malolo","S.S. Malolo"
"The Hôtel Beau Rivage","The Hôtel Beau Rivage"
"The Hudson","The Hudson"
"Union Printers Home","Union Printers Home"
"Narcissus Fountain Tea Room","Narcissus Fountain Tea Room"
"Salmagundi Club","Salmagundi Club"
"S.S. Frederik VIII","S.S. Frederik VIII"
"Café L'Etoil","Café L'Etoil"
"The Adolphus","The Adolphus"
"Florence Villa","Florence Villa"
"Gibson's","Gibson's"
"Stadt-Keller","Stadt-Keller"
"Hobby Club","Hobby Club"
"Hotel Walson","Hotel Walson"
"Saint Paul","Saint Paul"
"Ambrose Restaurant","Ambrose Restaurant"
"Kemm's Café and Restaurant","Kemm's Café and Restaurant"
"Herman Loeffler's Café and Restaurant","Herman Loeffler's Café and Restaurant"
"Hugot's Crystal Garden","Hugot's Crystal Garden"
"Woolpack Hotel","Woolpack Hotel"
"EMPIRE HOTEL","EMPIRE HOTEL"
"UNION LEAGUE CLUB","UNION LEAGUE CLUB"
"PHILITSCIKOMA","PHILITSCIKOMA"
"SIXTH MASONIC DISTRICT","SIXTH MASONIC DISTRICT"
"SOCIETY OF THE CINCINNATI IN THE STATE OF NEW JERSEY","SOCIETY OF THE CINCINNATI IN THE STATE OF NEW JERSEY"
"WILLOW GROVE PARK CASINO","WILLOW GROVE PARK CASINO"
"ROYAL ENGINEERS","ROYAL ENGINEERS"
"HEADQUARTERS 47TH INFANTRY U.S. VOLUNTEERS","HEADQUARTERS 47TH INFANTRY U.S. VOLUNTEERS"
"UNION COLLEGE","UNION COLLEGE"
"NIPPON YUSEN KAISHA -S.S.KINSHIN MARU","NIPPON YUSEN KAISHA -S.S.KINSHIN MARU"
"TOYO KISEN KAISHA -HONG KONG MARU","TOYO KISEN KAISHA -HONG KONG MARU"
"CASSELS HOTEL & RESTAURANT","CASSELS HOTEL & RESTAURANT"
"NORDEUTSCHER LLOYD - BREMEN","NORDEUTSCHER LLOYD - BREMEN"
"RED STAR LINE - ANTWERPEN  - NY","RED STAR LINE - ANTWERPEN  - NY"
"RED STAR LINE - ANTWEPEN NY","RED STAR LINE - ANTWEPEN NY"
"U.S.M.S.PHILADELPHIA","U.S.M.S.PHILADELPHIA"
"L.TIRELLI'S ASSOCIATION","L.TIRELLI'S ASSOCIATION"
"CLEVELAND BANKS AND BANKERS","CLEVELAND BANKS AND BANKERS"
"RED STER LINE - ANTWERPEN - NY","RED STER LINE - ANTWERPEN - NY"
"HOLLAND-AMERICAN LINE","HOLLAND-AMERICAN LINE"
"HOTEL PONCE DE LEON","HOTEL PONCE DE LEON"
"IDEAL DINING AND LUNCH ROOM","IDEAL DINING AND LUNCH ROOM"
"YALE ALUMNI ASSOCIATION","YALE ALUMNI ASSOCIATION"
"MARGUERY","MARGUERY"
"CHILDS'","CHILDS'"
"HOTEL de l'EUROPE","HOTEL de l'EUROPE"
"FRAUNCES' TAVERN","FRAUNCES' TAVERN"
"FLORIDA POSTMASTERS ASSOCIATION","FLORIDA POSTMASTERS ASSOCIATION"
"EXECUTIVE COMMITTEE OF PHILADELPHIA LODGE NO. 2 B.P.O.E.","EXECUTIVE COMMITTEE OF PHILADELPHIA LODGE NO. 2 B.P.O.E."
"(FIFTH AVE. HOTEL)","(FIFTH AVE. HOTEL)"
"CAMP WOPOWOG","CAMP WOPOWOG"
"THE RENSSELAER COUNTY SOCIETY IN THE CITY OF NEW YORK","THE RENSSELAER COUNTY SOCIETY IN THE CITY OF NEW YORK"
"AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF OSTEOPATHY","AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF OSTEOPATHY"
"THETA DELTA CHI FRATERNITY","THETA DELTA CHI FRATERNITY"
"BANKERS CLUB OF CHICAGO","BANKERS CLUB OF CHICAGO"
"MINNEAPOLIS TRIBUNE","MINNEAPOLIS TRIBUNE"
"ANCIENT & HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS","ANCIENT & HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS"
"NASHVILLE CHAMBER OF COMMERCE","NASHVILLE CHAMBER OF COMMERCE"
"HOTEL CLAREMONT","HOTEL CLAREMONT"
"ROCKING STONE RESTAURANT","ROCKING STONE RESTAURANT"
"PRINCESS ANNE HOTEL","PRINCESS ANNE HOTEL"
"DEUTSCHES BUNDESSCHIELLEN MAINZ","DEUTSCHES BUNDESSCHIELLEN MAINZ"
"GRAND JURY SEPTEMBER TERM","GRAND JURY SEPTEMBER TERM"
"SEATTLE CHAMBER OF COMMERCE","SEATTLE CHAMBER OF COMMERCE"
"SONS OF THE REVOLUTION IN THE STATE OF NEW YORK","SONS OF THE REVOLUTION IN THE STATE OF NEW YORK"
"MICHIGAN SOCIETY OF NEW YORK","MICHIGAN SOCIETY OF NEW YORK"
"THE STUYVESANT HEIGHTS REPUBLICAN CLUB","THE STUYVESANT HEIGHTS REPUBLICAN CLUB"
"ASSOCIATED WHOLESALE GROCERS OF ST. LOUIS","ASSOCIATED WHOLESALE GROCERS OF ST. LOUIS"
"QUID NUNC CLUB","QUID NUNC CLUB"
"DRY-GOODS FRIENDS OF MR.WILLIAM F. KING","DRY-GOODS FRIENDS OF MR.WILLIAM F. KING"
"TRUSTEES OF THE MISSOUI BOTANICAL GARDEN","TRUSTEES OF THE MISSOUI BOTANICAL GARDEN"
"WALTON'S OLD HOMESTEAD OYSTER AND CHOP HOUSE","WALTON'S OLD HOMESTEAD OYSTER AND CHOP HOUSE"
"LURAY HOTEL","LURAY HOTEL"
"THE BRUNSWICK","THE BRUNSWICK"
"MALE PRINCIPALS AND LOCAL SCHOOL BOARDS OF THE BOROUGH OF THE BRONX","MALE PRINCIPALS AND LOCAL SCHOOL BOARDS OF THE BOROUGH OF THE BRONX"
"HILLSBOROUGH COUNTY MEDICAL ASSOCIATION","HILLSBOROUGH COUNTY MEDICAL ASSOCIATION"
"CITIZENS OF NEW YORK","CITIZENS OF NEW YORK"
"NATIONAL WHOLESALE DRUGGESTS' ASSOCIATION","NATIONAL WHOLESALE DRUGGESTS' ASSOCIATION"
"COLLEGE OF CITY OF NEW YORK","COLLEGE OF CITY OF NEW YORK"
"UNNAMED HOTEL","UNNAMED HOTEL"
"JACKSON DEMOCRATIC CLUB","JACKSON DEMOCRATIC CLUB"
"American Airlines","American Airlines"
"Huguenin","Huguenin"
"Restaurant Egoisten","Restaurant Egoisten"
"Grand Hotel Baglioni","Grand Hotel Baglioni"
"Hoteles Balsa","Hoteles Balsa"
"Gutsschanke Neuhof","Gutsschanke Neuhof"
"Villa Taverna Club","Villa Taverna Club"
"Hotel Eisenhut","Hotel Eisenhut"
"Kinder-Speisekarte","Kinder-Speisekarte"
"Hotel Weinhaus","Hotel Weinhaus"
"Shun Lee West","Shun Lee West"
"Patrizier","Patrizier"
"Hotel du Palais","Hotel du Palais"
"Hotel Bel-Air","Hotel Bel-Air"
"Sprungli","Sprungli"
"Camelback Inn","Camelback Inn"
"Pennsylvania Railroad","Pennsylvania Railroad"
"Atlantic Coast Line R. R. Co.","Atlantic Coast Line R. R. Co."
"American Chemical Society","American Chemical Society"
"26th Anniversary Of New Haven Lodge No. 25; B.P.O.C.","26th Anniversary Of New Haven Lodge No. 25; B.P.O.C."
"Commander's Palace","Commander's Palace"
"Buffalo Country Club","Buffalo Country Club"
"'T/S \Santa Maria\'''''","'T/S \Santa Maria\'''''"
"Flounder Inn","Flounder Inn"
"Hee Seung Fung Restaurant","Hee Seung Fung Restaurant"
"Mc Garvey's","Mc Garvey's"
"Crawdaddy","Crawdaddy"
"Alsterpavillon","Alsterpavillon"
"Waldorf Astoria","Waldorf Astoria"
"Der Monat","Der Monat"
"Swiss Pavilion Restaurant","Swiss Pavilion Restaurant"
"Marrocco's","Marrocco's"
"La Caravelle","La Caravelle"
"Colony","Colony"
"Chart House","Chart House"
"Bright Angel Lodge","Bright Angel Lodge"
"The Belvedere Room Of The Hotel Astor","The Belvedere Room Of The Hotel Astor"
"Savarin Commuters Bar","Savarin Commuters Bar"
"Tripler General Hospital","Tripler General Hospital"
"Fairmont Hotel","Fairmont Hotel"
"Tiny's","Tiny's"
"Tortola","Tortola"
"Hotel Chelsea","Hotel Chelsea"
"The Friar's Club","The Friar's Club"
"Hotel Bossert","Hotel Bossert"
"California Mission Inn","California Mission Inn"
"Café des Beaux Arts","Café des Beaux Arts"
"Restaurant and Lunch Room M. Patzold","Restaurant and Lunch Room M. Patzold"
"Thomases Bakery and Lunch Room","Thomases Bakery and Lunch Room"
"National Park Inn","National Park Inn"
"The Cortlandt","The Cortlandt"
"Navy Yard","Navy Yard"
"Guilford Point House","Guilford Point House"
"Smith & Post's Restaurant","Smith & Post's Restaurant"
"German Liederkranz","German Liederkranz"
"Hotel Earlington","Hotel Earlington"
"HOTEL NETHERLAND","HOTEL NETHERLAND"
"BATTERY PARK HOTEL","BATTERY PARK HOTEL"
"HOTEL MARIE ANTOINETTE","HOTEL MARIE ANTOINETTE"
"PENNSYLVANIA RR","PENNSYLVANIA RR"
"FRAULEIN EMMA HACKMACK & HERRN PAUL MOEHLKE","FRAULEIN EMMA HACKMACK & HERRN PAUL MOEHLKE"
"(RED STAR LINE)","(RED STAR LINE)"
"BALTIMORE HOTEL","BALTIMORE HOTEL"
"KENTUCKY CLUB OF CHICAGO","KENTUCKY CLUB OF CHICAGO"
"CANADIAN PACIFIC RAILWAY CO.- S.S.ATHABASCA","CANADIAN PACIFIC RAILWAY CO.- S.S.ATHABASCA"
"ALFRED MARSHAL","ALFRED MARSHAL"
"SANTA FE' ROUTE","SANTA FE' ROUTE"
"THE THORNDIKE HOTEL","THE THORNDIKE HOTEL"
"NEW YORK CREDIT MEN'S ASSOCIATION","NEW YORK CREDIT MEN'S ASSOCIATION"
"B.C.T.","B.C.T."
"COMPAGNIE GENERAL TRANSATLANTIQUE","COMPAGNIE GENERAL TRANSATLANTIQUE"
"CIE GLE TRANSATLANTIQUE","CIE GLE TRANSATLANTIQUE"
"RED STAR LINE ANTWERPEN-NEW YORK","RED STAR LINE ANTWERPEN-NEW YORK"
"ALICE ROOSEVELT LONGWORTH  AND PRESIDENT ESTRADA PALMET","ALICE ROOSEVELT LONGWORTH  AND PRESIDENT ESTRADA PALMET"
"(MAHARAJA OF BARODA)","(MAHARAJA OF BARODA)"
"AMERICAN SPOOL COTTON MANUFACTURERS' ASSOCIATION","AMERICAN SPOOL COTTON MANUFACTURERS' ASSOCIATION"
"NEW YORK PUBLIC LECTURE CORPS","NEW YORK PUBLIC LECTURE CORPS"
"CITY COUNCIL","CITY COUNCIL"
"ADOLPHE GRAND-DUC DE LUXEMBOURG","ADOLPHE GRAND-DUC DE LUXEMBOURG"
"METROPOLITON CLUB","METROPOLITON CLUB"
"FIDELIO CLUB","FIDELIO CLUB"
"NEW ENGLAND SOCIETY IN BROOKLYN","NEW ENGLAND SOCIETY IN BROOKLYN"
"HOTEL ST.REGIS","HOTEL ST.REGIS"
"WESTCHESTER HUNTING CLUB","WESTCHESTER HUNTING CLUB"
"AU LION D'OR HOTEL AND RESTAURANT;","AU LION D'OR HOTEL AND RESTAURANT;"
"SANTA GIERTRUDZ GILLE-SCHWA","SANTA GIERTRUDZ GILLE-SCHWA"
"HOLZWARTH HOTEL CONTINENTAL","HOLZWARTH HOTEL CONTINENTAL"
"NEW HAVEN COMMERCIAL TRAVELERS' ASSOCIATION","NEW HAVEN COMMERCIAL TRAVELERS' ASSOCIATION"
"FOOD AND COOKERY (MAGAZINE)","FOOD AND COOKERY (MAGAZINE)"
"NEW YORK CENTRAL","NEW YORK CENTRAL"
"THE OHIO SOCIETY OF PHILADELPHIA","THE OHIO SOCIETY OF PHILADELPHIA"
"CORTLAND COUNTY SOCIETY OF NEW YORK","CORTLAND COUNTY SOCIETY OF NEW YORK"
"GRAND HOTEL KAISERHOF","GRAND HOTEL KAISERHOF"
"MUNICIPAL GRANT MONUMENT COMMITTEE","MUNICIPAL GRANT MONUMENT COMMITTEE"
"COM. OF MEXICO - RAILROAD TARIFF","COM. OF MEXICO - RAILROAD TARIFF"
"HARVARD UNIVERSITY","HARVARD UNIVERSITY"
"PIONEER RESTAURANT","PIONEER RESTAURANT"
"CASINE ESPANOL FOR THE BRITISH AND SPANISH COLONIES","CASINE ESPANOL FOR THE BRITISH AND SPANISH COLONIES"
"RESTAURANT DU PASSAGE","RESTAURANT DU PASSAGE"
"HAMPTON ROADS YACHT CLUB","HAMPTON ROADS YACHT CLUB"
"EMPIRE STATE SOCIETY OF SONS OF THE AMERICAN REVOLUTION","EMPIRE STATE SOCIETY OF SONS OF THE AMERICAN REVOLUTION"
"BERMUDA CATERING COY.","BERMUDA CATERING COY."
"CAMP FIRECLUB","CAMP FIRECLUB"
"JOHN W. HAMER","JOHN W. HAMER"
"American Export Lines","American Export Lines"
"Bistrot du Sommelier","Bistrot du Sommelier"
"Chiberta","Chiberta"
"Agora","Agora"
"Mezzogiorno","Mezzogiorno"
"Le Regence","Le Regence"
"Onkel Hugo","Onkel Hugo"
"Restaurant Konighof","Restaurant Konighof"
"Fisherman's Grotto","Fisherman's Grotto"
