original_sponsor,clustered_sponsor
MT. MORRIS ROYAL ARCH CHAPTER NO.137,Mt. Morris Royal Arch Chapter No.137
(COUNT & COUNTESS DE FRANQUEVILLE),(count & Countess De Franqueville)
HOLLAND SOCIETY,Holland Society
SELECT COUNCIL CITY OF PHILADELPHIA,Select Council City Of Philadelphia
COMMITTEE OF THE COOKS AND PASTRY COOKS ASSOCIATION OF NEW YORK,Committee Of The Cooks And Pastry Cooks Association Of New York
NELSON HOUSE,Nelson House
LEON FLOURET CAFE & HOTEL,Leon Flouret Cafe & Hotel
NAIONAL HOSE SHOW ASSOCIATION OF AMERICA,Naional Hose Show Association Of America
BATES (HOTEL),Bates (hotel)
(LE ROI HAAKON VII),(le Roi Haakon Vii)
MANHATTAN BEACH HOTEL,Manhattan Beach Hotel
AMERICAN ASSOCIATION OF PUBLIC ACCOUNTANTS,American Association Of Public Accountants
ST. ANDREW'S SOCIETY,St. Andrew's Society
TWENTIETH CENTURY ALDERMANIC ASSOCIATION,Twentieth Century Aldermanic Association
HEAD HALLMEN'S ASSOCIATION,Head Hallmen's Association
MR. SHIUZO ISUKAHARA,Mr. Shiuzo Isukahara
PATRIA CLUB OF NEW YORK,Patria Club Of New York
HOME MADE LUNCH ROOM,Home Made Lunch Room
FRIENDS OF E.C.STANTON AND ANTON SEIDL,Friends Of E.C.Stanton And Anton Seidl
COLONIAL CONFERENCE,Colonial Conference
KING GEORGE,King George
LAUREL IN THE PINES,Laurel In The Pines
THE SCRANTON ENGINEERS' CLUB,The Scranton Engineers' Club
GREAT NORTHERN RAILWAY,Great Northern Railway
NATIONAL HARDWARE ASSOCIATION,National Hardware Association
AMERICAN INSTITUTE OF ELECTRICAL ENGINEERS,American Institute Of Electrical Engineers
COLONIA ESPANOLA EN CUBA,Colonia Espanola En Cuba
NEW YORK CENTRAL & HUDSON RIVER R.R..,New York Central
SMITH & MC NELL,Smith & Mcnell
BROOKLYN DAILY EAGLE STAFF,Brooklyn Daily Eagle Staff
(W.W.ASTOR),(w.W.Astor)
LITCHFIELD COUNTY BAR,Litchfield County Bar
AMERICAN CLUB; THE,American Club; The
OCCIDENTAL HOTEL,Occidental Hotel
Hotel d'Angleterre,D'angleterre Hotel
Cellini,Cellini
Canlis',Canlis'
Harborside Inn,Harborside Inn
Le Restaurant d'Olympe,Le Restaurant D'olympe
American Association of State Highway Officials,American Association Of State Highway Officials
'Tea Menu,'tea Menu
Hotel Des Trois Rois Au Rhin Bale,Hotel Des Trois Rois Au Rhin Bale
Molly Pitcher Inn,Molly Pitcher Inn
Motor Bar,Motor Bar
Commander Hotel,Commander Hotel
Pick Congress Hotel   Gold Room,Pick Congress Hotel   Gold Room
The Cobblestones,The Cobble Stones
Park Row,Park Row
San Souci   Beverly Wilshire Hotel,San Souci   Beverly Wilshire Hotel
Yankee Silversmith Inn,Yankee Silversmith Inn
Le Park Schenly,Le Park Schenly
La Mallorouina,La Mallorouina
Heidelberg Casino,Heidelberg Casino
Henri Iv Restaurant,Henri Iv Restaurant
Hauptbahnhof GaststÃ¤tten Karlsruhe,Hauptbahnhof Gaststã¤tten Karlsruhe
Harry Cipriani,Harry Cipriani
The Greenbrier,The Greenbrier
The Green Spring Inn,The Green Spring Inn
Adam Rooms,Adam Rooms
Fort Royal,Fort Royal
Manny Wolf's Chop House,Manny Wolf's Chop House
The Charleston Garden,The Charleston Garden
Grison's Chicken House,Grison's Chicken House
Terrace Danieli Restaurant,Terrace Danieli Restaurant
Officer's Club,Officer's Club
Pig'n Whistle,Pig'n Whistle
Green Gables Hotel,Green Gables Hotel
House Of Representatives Restaurant,House Of Representatives Restaurant
Chateau Frontenac,Chateau Frontenac
Skansen,Skansen
Casino   Central Park,Casino Central Park
Pine Forest Inn,Pine Forest Inn
The Samarkand,The Samarkand
Chalfonte,Chalfonte
The Bellvue-Stratford,The Bellevue-stratford
The American Museum of Natural History,The American Museum Of Natural History
Fleischmann's,Fleischmann's
Wolpin's Restaurant,Wolpin's Restaurant
Hotel Fairmont,Fairmont Hotel
Banquet Hotel Statler,Banquet Hotel Statler
Bismark Garden,Bismark Garden
The Russian Inn,The Russian Inn
Broadway Central Hotel New York,Broadway Central Hotel
Hutchins Hotel,Hutchins Hotel
Sprague Restaurant and CafÃ©,Sprague Restaurant And Cafã©
HOTEL MARLBOROUGH,Hotel Marlborough
CANADIAN PACIFIC RAILWAY,Canadian Pacific Railway Co.
VETERANS AMERICAN GUARD,Veterans American Guard
DEL CORONADO HOTEL,Del Coronado Hotel
GEYER'S DAIRY RESTAURANT,Geyer's Dairy Restaurant
IMPERIAL HOTEL LIMITED,Imperial Hotel Limited
NIPPON YUSEN KAISHA - S.S. KASUGA,Nippon Yusen Kaisha
NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN,New England Society
SAN JUAN HOTEL,San Juan Hotel
CHICAGO ATHLETIC ASSOCIATION,Chicago Athletic Association
THE AERO CLUB OF THE UNITED KINGDOM,The Aero Club Of The United Kingdom
MURAT (SHRINERS?),Murat (shriners?)
HOTEL THORNDIKE,Hotel Thorndike
NIPPON YUSEN KAISHA - S.S. KOBE MARU,Nippon Yusen Kaisha
THE NEW FALMOUTH HOTEL,The New Falmouth Hotel
PRESIDENT OF JAMESTOWN EXPOSITION COMPANY (H. ST. GEORGE TUCKER)  AND MRS. TUCKER,President Of Jamestown Exposition Company (h. St. George Tucker)  And Mrs. Tucker
ALCAZAR HOTEL,Alcazar Hotel
MAIL STEAMSHIP COMPANY,Mail Steamship Company
A.B.deFRECE,A.B.Defrece
BUFFALO CLUB,Buffalo Club
NEW HAVEN COLONY HISTORICAL SOCIETY,New Haven Colony Historical Society
U.S.S. RALEIGH,U.S.S. Raleigh
RICHMOND CLUB (?),Richmond Club (?)
MCDONALD'S OYSTER HOUSE,Mcdonald's Oyster House
R.I. ALPHA OF PHI DELTA THETA,R.I. Alpha Of Phi Delta Theta
NEW ORLEANS LAW ASSOCIATION,New Orleans Law Association
MUSICAL MUTUAL PROTECTIVE UNION OF N.Y. (LOCAL NO. 1),Musical Mutual Protective Union Of N.Y. (local No. 1)
ORDER OF UNITED AMERICANS,Order Of United Americans
EDWARD F. LANG'S LADIES' AND GENT'S LUNCH ROOM AND RESTAURANT,Edward F. Lang's Ladies And Gents Lunch Room And Restaurant
SATURDAY AFTERNOON CLUB,Saturday Afternoon Club
HAWK & WETHERBEE,Hawk & Wetherbee
REUBEN H. LLOYD,Reuben H. Lloyd
SOCIETY OF COLONIAL WARS IN COMMONWEALTH OF MASS;,Society Of Colonial Wars
BALTIMORE LUMBER EXCHANGE MERCHANTS CLUB,Baltimore Lumber Exchange Merchants Club
INITIALS L.S AND M.E.S.,Initials L.S And M.E.S.
NATIONAL CONVENTION FOR THE EXTENSION OF THE FOREIGN COMMERCE OF THE U.S.,National Convention For The Extension Of The Foreign Commerce Of The U.S.
CHINESE MERCHANTS ASSOCIATION,Chinese Merchants Association
DOBBELTSKRUE POSTDAMPSKIBET C.F. TIETGEN,Dobbeltskrue Postdampskibet
MRS. G.H. GUNDRY,Mrs. G.H. Gundry
HARVARD DENTAL SCHOOL,Harvard Dental School
SOCIETY OF THE NINETEENTH ARMY CORPS,Society Of The Nineteenth Army Corps
THE SOCIETY OF THE CUMBERLAND,The Society Of The Cumberland
AACP,Aacp
LIBERAL BROTHERHOOD,Liberal Brotherhood
JACKSONVILLE BOARD OF TRADE,Jacksonville Board Of Trade
ASAMBLEA FILIPINA,Asamblea Filipina
THE OHIO BREWERS ASSOCIATION,The Ohio Brewers Association
TEMPLE CLUB (FOURTH MASONIC DISTRICT),Temple Club (fourth Masonic District)
EROFFNUNGS-HEIER  DER BERGFAHRT IN TIROL,Eroffnungs-heier  Der Bergfahrt In Tirol
IRVING HOUSE,Irving House
CORPS CONSULAIRE,Corps Consulaire
Simpson's-in-the-Strand,Simpson's In The Strand
'Jumer Hotels,'jumer Hotels
Le Bistro d'Hubert,Le Bistro D'hubert
Hotel Vier Jahreszeiten,Hotel Vier Jahreszeiten
Blum's,Blum's
Bratwursgloctle am Goethehaus,Bratwursgloctle Am Goethehaus
Corinthian Cooks & Waiters Union No. 23,Corinthian Cooks & Waiters Union No. 23
Coffee House of the Statler Hilton,Coffee House Of The Statler Hilton
'Breakfast Menu,'breakfast Menu
FRANKFURTER STUBB,Frankfurter Stubb
Dinner held by Pennsylvania Railroad,Dinner Held By Pennsylvania Railroad
Dinner held by Pennsylvania Railroad (Railroad) -- (English),Dinner Held By Pennsylvania Railroad
Tail Of The Fox,Tail Of The Fox
Fraunces Tavern,Fraunces' Tavern
Pub Renault,Pub Renault
Hawaiian Room,Hawaiian Room
North Shore Country Club   Main Lounge,North Shore Country Club   Main Lounge
Jasper Park Lodge,Jasper Park Lodge
The Hors D'oeuvrerie,The Hors D'oeuvrerie
Hunan Balcony,Hunan Balcony
Matsedill,Matsedill
Northwest Orient Airlines,Northwest Orient Airlines
Schlichter,Schlichter
Lou G. Siegel Inc.,Lou G. Siegel Inc.
The Russian Tea Room And CafÃ©,The Russian Tea Room And Cafã©
'Bundeskanzlers,'bundeskanzlers
Spago,Spago
Old Hickory House Restaurant,Old Hickory House Restaurant
The Thomas Jefferson Inn,The Thomas Jefferson Inn
Canyon Hotel,Canyon Hotel
Grand Hotel Villa D'este,Grand Hotel Villa D'este
Le CafÃ© Chambord,Le Cafe Chambord
Zimmerman's Hungaria,Zimmerman's Hungaria
The Fred Harvey,The Fred Harvey
Alioto's No. 8,Alioto's No. 8
M.S. Gripsholm,M.S. Gripsholm
'S.S. ''Pennland''''''','s.S. ''pennland'''''''
Skyline Terrace Restaurant,Skyline Terrace Restaurant
Gateway,Gateway
Shanghai Low,Shanghai Low
The Queen's Park Hotel,The Queen's Park Hotel
Lotos Club,Lotos Club
The University Club,The University Club
Albany Club,Albany Club
N.Y. Lunch,N.Y. Lunch
St. Denis Hotel,Hotel St. Denis
Pennsylvania Lunch,Pennsylvania Lines
The Pekin Resraurant,The Pekin Resraurant
City Midday Club,City Midday Club
Brooklyn Academy of Music,Brooklyn Academy Of Music
Michaud's,Michaud's
Winthrop Hotel,Hotel Winthrop
ST. LOUIS HORSE SHOW ASSOCIATION,St. Louis Horse Show Association
PLANTERS HOTEL,Planters Hotel
LOUIS SHERRY,Louis Sherry
ENGLISH HOTEL RESTAURANT,(english Hotel Restaurant)
DENVER & RIO GRANDE RAILROAD AND RIO GRANDE WESTERN RAILWAY,Denver & Rio Grande Railroad
OLYMPIC CLUB OF NEW YORK,Olympic Club
WORTHY HOTEL,Hotel Worthy
FALL RIVER LINE,Fall River Line
ERIE RAILROAD (?),Erie Railroad (?)
ST. REGIS HOTEL,Hotel St. Regis
SPRINGFIELD CALEDONIANS,Springfield Caledonian Club
SOUTHERN HOTEL,Southern Hotel
DUNCAN HOTEL,Duncan Hotel
MAJESTIC HOTEL,(majestic Hotel)
THE CHILBERG,The Chilberg
5TH MASS. BATTERY LIGHT ARTILLERY ASSO.,5th Mass. Battery Light Artillery Asso.
WILLIAM S. HAWK,William S. Hawk
HOTEL AMERICA,Hotel America
HARLEM REPUBLIC CLUB,Harlem Republic Club
CONNECTICUT TYPOTHETAE,Connecticut Typothetae
HOLLAND SOCIETY OF NEW YORK,Holland Society Of New York
LUCKWORTH CLUB,Luckworth Club
PAUL CLEMANN,Paul Clemann
BRANDES BROS. LADIES' AND GENTS' RESTAURANT AND LUNCH ROOM;,Brandes Bros. Ladies' And Gents' Restaurant And Lunch Room;
HENRY DRINKER RILEY,Henry Drinker Riley
AMERICAN ASSOCIATION OF COMMERCE AND TRADE IN BERLIN,American Association Of Commerce And Trade In Berlin
CHARLESTON CLUB,Charleston Club
OIL TRADE ASSOCIATION OF NEW YORK,Oil Trade Association Of New York
SANFORD HOUSE,Sanford House
COLLINS RESTAURANT,Collins Restaurant
FRIENDS OF INSPECTOR WM. W. MCLAUGHLIN,Friends Of Inspector Wm. W. Mclaughlin
PARK AVEBUE HOTEL,Park Avebue Hotel
FARRAGUET HOUSE,Farraguet House
HOLLAND AMERICA LINE R.M.S. ROTTERDAM,Holland-America Line
SHERIFFS OF THE CITY OF LONDON,Sheriffs Of The City Of London
ORPHEUS MASQUERADE,Orpheus Masquerade
PENNSYLVANIA BAR ASSOCIATION,Pennsylvania Bar Association
MERCHANTS CENTRAL CLUB,Merchants Central Club
Sanssouci,Sanssouci
La Coupole,La Coupole
Relais de la Belle Aurore,Relais De La Belle Aurore
Landhaus Dill,Landhaus Dill
Le Vouvray,Le Vouvray
Le Jardin,Le Jardin
Le Pre Catelan,Le Pre Catelan
La Maree,La Maree
White Elephant,White Elephant
Klein Elsass,Klein Elsass
O. Henry's Steak House,O. Henry's Steak House
Estiatorio Milos,Estiatorio Milos
The Milwaukee Road,The Milwaukee Road
'Chicagoan,'chicagoan
'The New York,'the New York
J.C's,J.C's
The Mayflower: Coffee Shop and Coffee Deck,The Mayflower: Coffee Shop And Coffee Deck
Men's Bar of the Waldorf-Astoria,Men's Bar Of The Waldorf-astoria
Hors D'oeuvres.,Hors D'oeuvres.
Queen Elizabeth 2,Queen Elizabeth II
The Manor,'\the Manor\'''''
Rainbow Room,Rainbow Room
The Bavarian Inn,The Bavarian Inn
The Original Chesapeake,The Original Chesapeake
Essener Hof,Essener Hof
Hotel Sinton,Hotel Sinton
Byron's Lobster Garden,Byron's Lobster Garden
The Walforf Astoria,The Walforf Astoria
Hotel Ruiz Galindo,Hotel Ruiz Galindo
'Tn. \Leonardo Da Vinci\''''','tn. \leonardo Da Vinci\'''''
The Feed Box,The Feed Box
The Dorchester,The Dorchester
Das Sternhotel Der Bundeshauptstadt,Das Sternhotel Der Bundeshauptstadt
The Wilro Restaurant,The Wilro Restaurant
El Covar Hotel,El Covar Hotel
Les Charmettes,Les Charmettes
Odenbach's,Odenbach's
The Iceland Restaurant,The Iceland Restaurant
The Starlight Roof Of The Waldorf Astoria,The Starlight Roof Of The Waldorf Astoria
'S.S. ''Ile De France''''''','s.S. ''ile De France'''''''
Hotel Saint Francis,Hotel Saint Francis
Young Men's Christian Association   Bedford Branch,Young Men's Christian Association
Hotel Stewart,Hotel Stewart
U.S.S. New York,U.S.S. New York
National Home for Disabled Volunteer Soldiers,National Home For Disabled Volunteer Soldiers
Parker Studio,Parker Studio
The Forest Grill,The Forest Grill
The Lafayette Baths and Hotel,The Lafayette Baths And Hotel
Brown Palace Hotel,Brown Palace Hotel
Cafe Boulevard,Cafe Boulevard
Seaside House,Seaside House
Herald Lunch,Herald Lunch
'Schnelldampfer ''Kaiser Wilhelm der Grosse''','schnelldampfer ''kaiser Wilhelm Der Grosse'''
WHITEFRIARS CLUB,Whitefriars Club
TRUSTEES OF THE MISSOURI BOTANICAL GARDEN,Trustees Of The Metropolitan Museum Of Art & Other Friends
PARK AVE. HOTEL,Park Ave. Hotel
CAFETERIA - LUNCH,Cafeteria - Lunch
HAMBURG-AMERICAN LINE,Hamburg-america Line
HOTEL DENNIS,Dennis Hotel
HYGEIA HOTEL,Hygeia Hotel
NEW YORK YACHT CLUB,New York Yacht Club
OCEANIC STEAMSHIP CO.,Oceanic Steamship Co.
OCEANIC STEAMSHIP COMPANY - SONOMA,Oceanic Steamship Co.
WISCONSIN BANKERS ASSOCIATION,Wisconsin Bankers Association
RUSSELL HOUSE,'russell House
A.A.O.N.M.S. AND OFFICIAL STAFF,A.A.O.N.M.S. And Official Staff
DEL CORONADA HOTEL,Del Coronado Hotel
ATLANTA AND WEST POINT RAILROAD CO.,Atlanta And West Point Railroad Co.
SPHINX CLUB,Sphinx Club
NIPPON YUSEN KAISHA - S.S.KINSHIN MARU,Nippon Yusen Kaisha
HOTEL DEL MONTE,Hotel Del Monte
NEW YORK PIANO MANUFACTURERS' ASSOCIATION,New York Piano Manufacturers' Association
JOHN H. INMAN,John H. Inman
DOBBELTSKRUE POSTDAMSKIBET C.F.TIETGEN,Dobbeltskrue Postdampskibet
HOTELMEN'S MUTUAL BENEFIT ASSOCIATION OF THE U.S.,Hotel Men's Mutual Benefit Association
STEAMER MARY POWELL,Steamer Mary Powell
NEW YORK SOCIETY OF THE CINCINNATI,New York Society Of The Cincinnati
JEFFERSON HOTEL,Hotel Jefferson
NORTHWESTERN RETAIL HARNESS AND SADDLERY MANUFACTURERS ASSOCIATION,North Western Rr Line
SCHLUSSURKUNDE DER KOCHKUNST-AUSSTELLUNG,Schlussurkunde Der Kochkunst-ausstellung
FACULTY OF ACTUARIES IN SCOTLAND,Faculty Of Actuaries In Scotland
NATIONAL ARCHITECTURAL CLUBS,National Architectural Clubs
'PLAYERS CLUB,'players Club
CONEY ISLAND FIRE DEPT..,Coney Island Fire Dept..
THE PORTLAND HOTEL,The Portland Hotel
LESLIE M. SHAW (SECRETARY OF THE TREASURY?),Leslie M. Shaw (secretary Of The Treasury?)
BRITISH ORPHAN ASYLUM,British Orphan Asylum
LOCANDA MAGGIORE,Locanda Maggiore
ST. NICHOLAS HOTEL,Hotel St. Nicholas
ST.ANDREWS SOCIETY OF THE STATE OF NEW YORK,St. Andrew's Society
AMERICAN COTTON MANUFACTURERS' ASSOCIATION,American Cotton Manufacturers Asociation
NEW YORK ASSOCIATION OF THE ALUMNI OF PHILIPS EXETER ACADEMY,New York Association Of Oberlin Alumni
CHAIRMEN OF COMMITTEES OF THE CORPORATION,Chairmen Of Committees Of The Corporation
HOME-MADE HOTEL,Home-made Hotel
HOMEOPATHIC MEDICAL SOCIETY OF THE COUNTY OF KINGS,Homeopathic Medical Society Of The County Of Kings
NORMANDIE CAFE,Normandie Cafe
YALE COLLEGE,Yale College
TYNY COED,Tyny Coed
MERCHANTS AND MANUFACTURERS ASSOCIATION OF BALTIMORE CITY,Merchants And Manufacturers Association Of Baltimore City
RESTAURANT IM LANDES-AUSSTELLUNGSPARK,Restaurant Im Landes-ausstellungspark
2ND CO. GOVERNOR'S FOOT GUARD AND CO. F. NEW HAVEN GRAYS,2nd Co. Governor's Foot Guard And Co. F. New Haven Grays
WASHINGTON HIGH SCHOOL CLASS OF '85,Washington High School Class Of '85
THOMAS DIMOND,Thomas Dimond
MIDWOOD CLUB OF FLATBUSH,Midwood Club Of Flatbush
GIRARD COLLEGE,Girard College
Strand Hotel,Strand Hotel
Ristorante al graspo de uci,Ristorante Al Graspo De Uci
La Couronne,La Couronne
Restaurant Les Caves de Touraine,Restaurant Les Caves De Touraine
Restaurant Joseph,Restaurant Joseph
Hochst,Hochst
Bayerischer Donisl,Bayerischer Donisl
Houlihan's,Houlihan's
'Boston & Albany Railroad ,'boston & Albany Railroad 
Cathay House,Cathay House
Madarin Inn,Madarin Inn
Peerce's Plantation,Peerce's Plantation
The Union League Club,The Union League Club
The Ritz Carlton,The Ritz Carlton
Detroit Club,Detroit Club
L' Ã‰toile,L' Ã‰toile
Hotel Sheraton Boston,Hotel Sheraton Boston
London Chop House,London Chop House
Stouffer's,Stouffer's
Valley Forge Hotel,Valley Forge Hotel
Limberlock Lodge,Limberlock Lodge
Gustavo's,Gustavo's
Chevy's,Chevy's
Hotel Lacher,Hotel Lacher
Shankweiler's Hotel,Shankweiler's Hotel
Coffee Etc,Coffee Etc
The Flamingo Hotel,The Flamingo Hotel
Empire Room,Empire Room
Hotel Ingleside Motel,Hotel Ingleside Motel
Frati Restaurant Bar,Frati Restaurant Bar
Sheraton Astor  Belvedere Room,Sheraton Astor  Belvedere Room
Savoy,Savoy
The Palace Hotel,The Palace Hotel
Original Pete's Famous Steaks,Original Pete's Famous Steaks
Comstock Room Of The Palace Hotel,Comstock Room Of The Palace Hotel
Shorecast,Shorecast
Stevens Hotel,Stevens Hotel
Hotel Vermont,Hotel Vermont
'S.S. ''American Shipper''''''','s.S. ''american Shipper'''''''
Splendide Royal,Splendide Royal
Hotel Traymore,Hotel Traymore
New York Liederkranz Club,New York Liederkranz Club
Adams' Dining Room,Adams' Dining Room
Camp Wadsworth,Camp Wadsworth
Astor Hotel,'hotel Astor
The Bancroft,The Bancroft
Hotel Baltimore,Baltimore Hotel
H?tel de l'Ath?n?e,H?tel De L'ath?n?e
Crawford House,Crawford House
THIRD PANEL SHERIFF'S JURY NEW YORK COUNTY,Third Panel Sheriff's Jury
BAPTIST SOCIAL UNION,Baptist Social Union
RIGGS HOUSE,Riggs House
HOTEL WASHINGTON,Hotel Washington
BASFORD & GLENN'S IMPERIAL HOTEL & RESTAURANT,Basford & Glenn's Imperial Hotel & Restaurant
LEHIGH VALLEY RAILROAD - DINING CAR SERVICE,Lehigh Valley Railroad
COLUMBIA HOTEL,Colombo Hotel
U.S. GOVERBMENT(?),U.S. Goverbment(?)
NIPPPON YUSEN KAISHA - S.S. KOBE MARU,Nipppon Yusen Kaisha - S.S. Kobe Maru
JOHN ELIOT'S DESCENDANTS,John Eliot's Descendants
HOTEL JEFFERSON,Hotel Jefferson
CHARITY BALL FOR THE BENEFIT OF THE AMERICAN HOSPITAL,Charity Ball For The Benefit Of The American Hospital
THE ANTLERS,The Antlers
VERSAMMLUNG DER PROVINZIAL-LIEDERTAFEL,Versammlung Der Provinzial-liedertafel
UNION COLLEGE ALUMNI ASSOCIATION OF NEW YORK,Union College Alumni Association Of New York
RED STAR LINE-SS FRIESLAND,Red Star Line
THE COLORADO KNIGHTS TEMPLAR,The Colorado Knights Templar
KING UMBERTO,(king Umberto)
CAZENOVIa ALUMNI ASSOCIATION,Cazenovia Alumni Association
LAUREL-IN-THE-PINES,Laurel-in-the-pines
CORPS CONSULAIRE DE CHICAGO;,Corps Consulaire De Chicago;
ANCIENT ACCEPTED SCOTTISH RITE,Ancient & Accepted Scottish Rite
ST. LAWRENCE CLUB,St. Lawrence Club
VAN BUREN'S HOTEL,Van Buren's Hotel
CHAMBER OF COMMERCE OF THE STATE OF NEW YORK,Chamber Of Commerce
ST. DENIS HOTEL,Hotel St. Denis
EMPLOYING BOOKBINDERS ASSOCIATION OF NEW YORK,Employing Bookbinders Association Of New York
FRANKFURTER GASTWIRTHE VEREIN,Frankfurter Gastwirthe Verein
AMERICAN ANTIQUARIAN SOCIETY,American Antiquarian Society
O.D.SEAVEY,O.D.Seavey
J. TIJSSEN,J. Tijssen
PHILADELPHIA NEWSPAPERS,Philadelphia Newspapers
ST. LOUIS CLUB BOARD OF GOVERNORS,St. Louis Club Board Of Governors
NEW YORK HERALD,New York Herald
R.J.ALPHA OF PHI DELTA THETA,R.J.Alpha Of Phi Delta Theta
CLUB XIII,Club Xiii
SAINT JOHNS LODGE NUMBER ONE,Saint Johns Lodge Number One
AMERICAN HARDWARE MANUFACTURERS' ASSOCIATION AND SOUTHERN HARDWARE JOBBERS'ASSOCIATION,American Hardware Manufacturers' Association And Southern Hardware Jobbers'association
GRAND-DUC VLADIMIR ALEXANDROVITCH & GR.DUCHESSE MARIE PAVLOWNA,Grand-duc Vladimir Alexandrovitch & Gr.Duchesse Marie Pavlowna
THE GOLDEN PHEASANT,The Golden Pheasant
THE MCKINLEY LEAGUE STATE OF NEW YORK,The Mckinley League State Of New York
THE BOOK TRADE,The Book Trade
(ABBAS II HILMI KHEDIVE OF EGYPT),(abbas Ii Hilmi Khedive Of Egypt)
USTION FRATERNITY VERTEBRA C,Ustion Fraternity Vertebra C
J.M. GODDARD & SON,J.M. Goddard & Son
ATLANTA CHAMBER OF COMMERCE,Atlanta Chamber Of Commerce
Waldhaus,Waldhaus
Frankfurter Gesellschaft fur Handel Industrie und Wissenschaft,Frankfurter Gesellschaft Fur Handel Industrie Und Wissenschaft
Stock Yard Inn,Stock Yard Inn
Le Perigord,Le Perigord
Nurnberger Bratwurstglockl,Nurnberger Bratwurstglockl
Four Seasons Hotel,Four Seasons Hotel
Yankee Pedlar Inn,Yankee Pedlar Inn
The Cascade,The Cascade
Merchants Exchange Club,Merchants Exchange Club
'Menu,'menu
'U.S.M.S. St. Louis,'u.S.M.S. St. Louis
Twenty Third Annual Dinner Of The New York Florist's Club At The Fifth Avenue Restaurant.,Twenty Third Annual Dinner Of The New York Florist's Club At The Fifth Avenue Restaurant.
Gw Steak House,Gw Steak House
'Paquebot \LibertÃ©\''''','paquebot \libertã©\'''''
'Sam Lord's Castle,'sam Lord's Castle
Capitail Airlines,Capitail Airlines
New York Yacht Club,New York Yacht Club
Reuben's.,Reuben's
Brevoort Restaurant,Brevoort Restaurant
La Bourgogne,La Bourgogne
[Restaurant And/Or Location Not Given],[restaurant And/or Location Not Given.]
Old Romanian,Old Romanian
Applebee's,Applebee's
'21 Club,'21 Club
Hotel Astor  North Garden And Belvedere Room,Hotel Astor  North Garden And Belvedere Room
Stortorgskallaren,Stortorgskallaren
Blythe Coffee Shop,Blythe Coffee Shop
Hotel Astor,'hotel Astor
'''Let 'Er Buck''''''','''let 'er Buck'''''''
Red Lion Inn,Red Lion Inn
Southern Pacific Railroad,Southern Pacific
